iter	MultiClass
0	1.158028063
1	0.9922147387
2	0.8631451581
3	0.7611269657
4	0.6751965127
5	0.603999442
6	0.5431389203
7	0.4911199174
8	0.4466741139
9	0.406541889
10	0.3721571621
11	0.3415759204
12	0.3140745656
13	0.2906300214
14	0.2680574367
15	0.247995509
16	0.2307276994
17	0.2149691978
18	0.2003615797
19	0.1875526354
20	0.1756821062
21	0.164846641
22	0.1545516958
23	0.1453540133
24	0.137166336
25	0.1293394071
26	0.1227175169
27	0.1166490743
28	0.1110181878
29	0.1056990403
30	0.1008866647
31	0.09670755421
32	0.09244139929
33	0.08861124788
34	0.08512992567
35	0.08293874437
36	0.08026836893
37	0.07745109565
38	0.07502382109
39	0.07304938664
40	0.07141263844
41	0.06945771698
42	0.06820381128
43	0.06649583711
44	0.06491453282
45	0.0639694816
46	0.06334273586
47	0.06196535266
48	0.06078493739
49	0.05981861229
50	0.05873566511
51	0.05824605146
52	0.05731580618
53	0.05664910843
54	0.05606424466
55	0.05532722419
56	0.05467080703
57	0.05409958951
58	0.05315564201
59	0.05256714866
60	0.05203834549
61	0.05157842069
62	0.0510646426
63	0.05078449559
64	0.05043711824
65	0.049961117
66	0.04970122677
67	0.04926960314
68	0.04888072062
69	0.04843967139
70	0.04802428796
71	0.04771826335
72	0.04723681063
73	0.04674303589
74	0.04615441859
75	0.0455074871
76	0.04508972106
77	0.04474158627
78	0.04441529811
79	0.04429251401
80	0.04386363629
81	0.04359309241
82	0.04345631249
83	0.043034648
84	0.04255967542
85	0.04214967043
86	0.04177341048
87	0.04132353875
88	0.04115353028
89	0.04085634586
90	0.04067708605
91	0.04015899677
92	0.04001175775
93	0.03977733041
94	0.03950197165
95	0.0391070654
96	0.03880658671
97	0.03841233409
98	0.03829881242
99	0.03802437526
100	0.03755684972
101	0.03732027962
102	0.03711584516
103	0.0368400317
104	0.03668996687
105	0.03658832148
106	0.03639043482
107	0.03622302893
108	0.03600015775
109	0.03581196399
110	0.03550166527
111	0.03515320406
112	0.03493539398
113	0.03468925582
114	0.03449462358
115	0.03410026486
116	0.03392036251
117	0.03373082606
118	0.03349630769
119	0.03305338194
120	0.03290470195
121	0.03276130033
122	0.03262612839
123	0.03249469839
124	0.03231081347
125	0.03220365312
126	0.0320339736
127	0.0319265125
128	0.03166772031
129	0.03156519797
130	0.03143001138
131	0.03117550243
132	0.0310688785
133	0.03085116025
134	0.03068564981
135	0.03036223761
136	0.03019801019
137	0.03000486444
138	0.02984689801
139	0.029719641
140	0.02952881499
141	0.02937966476
142	0.0292014708
143	0.02896868472
144	0.02871174445
145	0.0285746062
146	0.0284423071
147	0.02839039725
148	0.02829563673
149	0.02817300677
150	0.02800360312
151	0.02794518233
152	0.02783574902
153	0.0276897501
154	0.02756982169
155	0.02737443906
156	0.02721666861
157	0.02707852187
158	0.02696596761
159	0.02674073411
160	0.02653725779
161	0.0263856247
162	0.02627929291
163	0.02615021483
164	0.02595796129
165	0.02574503292
166	0.02569457792
167	0.0255997779
168	0.02544571837
169	0.0253586995
170	0.02528578678
171	0.02514421037
172	0.02501015542
173	0.02494780418
174	0.02478914907
175	0.02466010362
176	0.02460586546
177	0.02455789627
178	0.0244772655
179	0.02440850129
180	0.02424353646
181	0.02420943004
182	0.0241872011
183	0.02406017423
184	0.0239648643
185	0.02385334264
186	0.02378916343
187	0.02368286708
188	0.02351610485
189	0.02340157579
190	0.02335993028
191	0.02328911751
192	0.0231333295
193	0.02306693479
194	0.02295526035
195	0.02282365135
196	0.0227620824
197	0.02271212692
198	0.02261822191
199	0.02257890332
200	0.0224616878
201	0.02237161814
202	0.0221731778
203	0.02207305754
204	0.02193877438
205	0.02184049078
206	0.02180878118
207	0.02169752922
208	0.02162599892
209	0.02150541729
210	0.02140914107
211	0.02129829643
212	0.02123488373
213	0.02109608309
214	0.02092562776
215	0.02086126677
216	0.02077387499
217	0.02063116165
218	0.02056857021
219	0.02050414238
220	0.02045295319
221	0.02037772097
222	0.02027691738
223	0.02018774612
224	0.02016113973
225	0.02005380624
226	0.01994560515
227	0.01987451511
228	0.01978405733
229	0.01976372382
230	0.01968582929
231	0.01961470837
232	0.01951787901
233	0.01949937529
234	0.01943430133
235	0.01937513738
236	0.01926635679
237	0.01918535405
238	0.01909033317
239	0.01898064792
240	0.01886442263
241	0.01875535129
242	0.01871024248
243	0.01866377992
244	0.01861549122
245	0.0185177699
246	0.01843193854
247	0.01834650301
248	0.01833640103
249	0.01825063114
250	0.01820376789
251	0.01809040247
252	0.01798645373
253	0.01792778445
254	0.01786484174
255	0.01781270535
256	0.01773061411
257	0.01768524037
258	0.01766603362
259	0.01759405522
260	0.01753015434
261	0.01748451958
262	0.01741839881
263	0.01738836688
264	0.01731664322
265	0.01722965218
266	0.0171493322
267	0.0170835507
268	0.01696482476
269	0.01687807596
270	0.01681406757
271	0.01675157928
272	0.01672284429
273	0.01670018834
274	0.01663755034
275	0.01656149788
276	0.01652542583
277	0.01647642438
278	0.01643006264
279	0.01639968928
280	0.01632316401
281	0.01626422121
282	0.01619615201
283	0.01613318865
284	0.0160294196
285	0.01594755183
286	0.01590059248
287	0.01587093016
288	0.01579589875
289	0.0157830203
290	0.01569926768
291	0.01565842371
292	0.01564407982
293	0.01558118952
294	0.01554272253
295	0.01546731479
296	0.01542434221
297	0.01538846006
298	0.01535057116
299	0.01531132096
300	0.01525413053
301	0.01515739487
302	0.01514066181
303	0.01508399495
304	0.01503151924
305	0.01496633121
306	0.01489891113
307	0.01485366707
308	0.01478873954
309	0.01476532863
310	0.01470977626
311	0.01469408481
312	0.01461020762
313	0.0145658967
314	0.01452201593
315	0.01447858683
316	0.01443690392
317	0.0143677335
318	0.01433926285
319	0.01430749204
320	0.01423207623
321	0.014172524
322	0.01411220899
323	0.01404265656
324	0.01402037177
325	0.0139782645
326	0.01390919252
327	0.01386056237
328	0.01382703178
329	0.01379174516
330	0.01372575814
331	0.01368441063
332	0.01364408196
333	0.0136136034
334	0.01358481505
335	0.01352218274
336	0.01348393477
337	0.01342451387
338	0.01334699379
339	0.01329027318
340	0.01324155092
341	0.01321697284
342	0.01318836043
343	0.01314532593
344	0.01313199988
345	0.01309913388
346	0.0130632357
347	0.01301384941
348	0.01299152974
349	0.01295226671
350	0.01291382798
351	0.01289782332
352	0.01282467562
353	0.01277688772
354	0.01273487247
355	0.01269898561
356	0.01268602078
357	0.01264682403
358	0.01261635636
359	0.01256888752
360	0.0125393939
361	0.01251634109
362	0.01248380905
363	0.01244092623
364	0.01236703276
365	0.0123073352
366	0.01225456057
367	0.01219624347
368	0.01215905285
369	0.01213640384
370	0.01211816854
371	0.0120673959
372	0.01201856835
373	0.01195743987
374	0.01192374031
375	0.01189881128
376	0.0118453433
377	0.01179873336
378	0.01177132395
379	0.01175357175
380	0.01172135423
381	0.01169963161
382	0.01166275461
383	0.01162230025
384	0.01157744845
385	0.01155826704
386	0.01151963048
387	0.01146962902
388	0.01143473951
389	0.01139408971
390	0.01134601881
391	0.01133863141
392	0.01131155798
393	0.0112652251
394	0.01121484692
395	0.01117057504
396	0.0111484609
397	0.01110649084
398	0.01108568519
399	0.01103253845
400	0.01099409564
401	0.0109626848
402	0.01090498823
403	0.01087266481
404	0.01084539038
405	0.01080989495
406	0.01077786288
407	0.01073713091
408	0.01071288927
409	0.01068125976
410	0.01065967124
411	0.01063575795
412	0.01061914179
413	0.0105901309
414	0.0105655251
415	0.01053218014
416	0.01050372927
417	0.01047893024
418	0.01045298787
419	0.01042334597
420	0.01040219685
421	0.01037799528
422	0.0103424998
423	0.0103236149
424	0.01028883568
425	0.01026904561
426	0.0102361512
427	0.01021434963
428	0.01018678611
429	0.01016453893
430	0.01014393275
431	0.01011297249
432	0.01009190426
433	0.01005716841
434	0.01003303396
435	0.010000202
436	0.00996878425
437	0.009942610169
438	0.009892667244
439	0.009875749632
440	0.009836529023
441	0.009801800199
442	0.009757046394
443	0.009710363374
444	0.009681023083
445	0.009634376474
446	0.009612862063
447	0.009592056153
448	0.009551079844
449	0.009525662014
450	0.009491594026
451	0.009440517128
452	0.009423651254
453	0.009383938643
454	0.009364269747
455	0.009337519844
456	0.009313458175
457	0.00928283076
458	0.009266084218
459	0.009234151001
460	0.009211364317
461	0.009205152656
462	0.009153691927
463	0.009140075427
464	0.009123369026
465	0.009085561752
466	0.009063105925
467	0.009048296569
468	0.009010733698
469	0.008992824518
470	0.008974254996
471	0.008945638996
472	0.008923447212
473	0.008900830296
474	0.008871099906
475	0.008852803417
476	0.008823522482
477	0.00880523013
478	0.008778209057
479	0.008764530374
480	0.008748819158
481	0.008715301592
482	0.008691876125
483	0.008673873237
484	0.008646571078
485	0.008631023143
486	0.008603215799
487	0.008585330385
488	0.008571093107
489	0.008552259803
490	0.008536709337
491	0.008481918913
492	0.008471181402
493	0.008448256261
494	0.008438657697
495	0.008424065076
496	0.008405641562
497	0.0083949385
498	0.008373348578
499	0.008356567821
500	0.008350006047
501	0.008321396793
502	0.008310438953
503	0.008294467762
504	0.008264945055
505	0.008247506009
506	0.008228785149
507	0.008200546417
508	0.008172861842
509	0.008160827262
510	0.008148653142
511	0.008124127912
512	0.008100007263
513	0.008074591534
514	0.008053108838
515	0.008020423554
516	0.007994700487
517	0.00796929479
518	0.007946266156
519	0.007932488027
520	0.007901575951
521	0.007885965468
522	0.007851778596
523	0.007827782992
524	0.007813314386
525	0.007791742286
526	0.007769940581
527	0.007750059273
528	0.007737701996
529	0.007712326938
530	0.007693633053
531	0.007680319767
532	0.007665054283
533	0.00762774033
534	0.007602399056
535	0.007594457483
536	0.00758537481
537	0.007573869732
538	0.007553207666
539	0.007533911297
540	0.007521701611
541	0.007509200299
542	0.007491130165
543	0.007479359858
544	0.007456950887
545	0.00744024744
546	0.007428292301
547	0.007414647055
548	0.0073951125
549	0.007380064412
550	0.00736118351
551	0.007321940957
552	0.007279336874
553	0.007263593356
554	0.007254734549
555	0.007237525205
556	0.007222375896
557	0.007207914839
558	0.007188618793
559	0.007156638627
560	0.007140211634
561	0.007122367452
562	0.007104183329
563	0.007080401584
564	0.007062882585
565	0.007041818709
566	0.007036085133
567	0.00700799192
568	0.006973228996
569	0.006955609287
570	0.006944840739
571	0.006931100538
572	0.006906759426
573	0.006895914576
574	0.006883657281
575	0.006869442701
576	0.006859965369
577	0.006849285672
578	0.006819391092
579	0.006807071067
580	0.006793737374
581	0.006761866394
582	0.00675217981
583	0.006735678257
584	0.006710549473
585	0.006684476373
586	0.006664180336
587	0.006654589807
588	0.006641282637
589	0.00662027563
590	0.006601355305
591	0.006588380257
592	0.0065749193
593	0.006560787435
594	0.006551646472
595	0.006542730274
596	0.006513830196
597	0.00650174801
598	0.006492476518
599	0.006475514483
600	0.006456805333
601	0.006450507856
602	0.006440983209
603	0.006433906746
604	0.006421152128
605	0.006412049243
606	0.006389653844
607	0.006382848317
608	0.006361186491
609	0.006351227962
610	0.006329732007
611	0.006319684429
612	0.006304411296
613	0.00628949269
614	0.006271877969
615	0.006255012553
616	0.006238774458
617	0.006219768165
618	0.006201428199
619	0.006191345798
620	0.006166684931
621	0.00615933905
622	0.006145534144
623	0.006140777214
624	0.006132591996
625	0.006110048532
626	0.006085615743
627	0.006075821011
628	0.006062987932
629	0.006046311642
630	0.006023446842
631	0.006018089436
632	0.005999719676
633	0.005992040579
634	0.005976165808
635	0.005962434853
636	0.005950134564
637	0.005937990015
638	0.005925295376
639	0.005908026568
640	0.005894281038
641	0.005873919011
642	0.005862306919
643	0.005851284784
644	0.005847504667
645	0.005845359285
646	0.005835175423
647	0.005819596822
648	0.00581130459
649	0.005797485748
650	0.005780977624
651	0.005775147328
652	0.00576235843
653	0.005744758544
654	0.005735270493
655	0.005726855699
656	0.005716147591
657	0.005701251864
658	0.005695104334
659	0.005689778389
660	0.005682356719
661	0.005671069661
662	0.005659138266
663	0.005652346089
664	0.005640905772
665	0.005626458457
666	0.005613584817
667	0.005604911724
668	0.005592034919
669	0.005581557491
670	0.005574903759
671	0.005567985021
672	0.005551641048
673	0.005539838847
674	0.005526896619
675	0.005504576295
676	0.00549161577
677	0.005485431711
678	0.005480322872
679	0.005474290247
680	0.005469776647
681	0.00545872874
682	0.005442392579
683	0.005432804138
684	0.005411909661
685	0.005393863157
686	0.005389996132
687	0.005381170888
688	0.005371734092
689	0.005361946458
690	0.005345683658
691	0.005334262341
692	0.005311682972
693	0.005301195333
694	0.00527889203
695	0.005271557105
696	0.005252671435
697	0.005233007788
698	0.00522390779
699	0.005212600931
700	0.005205158238
701	0.005191657552
702	0.005188830845
703	0.005174766616
704	0.00516896223
705	0.005158978963
706	0.005150284115
707	0.005142523838
708	0.005127847967
709	0.005123502869
710	0.005113817181
711	0.005109668109
712	0.005091618738
713	0.005085319497
714	0.005075062606
715	0.00506745741
716	0.005054825238
717	0.005039617481
718	0.005034762736
719	0.0050244852
720	0.005021562422
721	0.005009301739
722	0.005005705122
723	0.004993607954
724	0.00498469742
725	0.004980381251
726	0.004968853076
727	0.004947725066
728	0.004938438706
729	0.004929386486
730	0.004917435752
731	0.004902598832
732	0.004890379424
733	0.004885401558
734	0.004877526025
735	0.004871624914
736	0.00486691675
737	0.004864343514
738	0.004856805017
739	0.004850940556
740	0.004840226481
741	0.004835383351
742	0.004829572913
743	0.004818362326
744	0.004814596951
745	0.004801965716
746	0.004791982175
747	0.004788169994
748	0.004781292235
749	0.004776723145
750	0.004771174185
751	0.004762539818
752	0.004755561191
753	0.004749968799
754	0.00474729415
755	0.004743679812
756	0.004738233198
757	0.004730576416
758	0.004723310646
759	0.00471627282
760	0.004709793427
761	0.004706023586
762	0.004694954108
763	0.004683824007
764	0.004671754719
765	0.004666987334
766	0.004664181541
767	0.004650174634
768	0.004641654208
769	0.00463326138
770	0.004629832168
771	0.00462423904
772	0.004617452647
773	0.004606267522
774	0.004603978617
775	0.004595787037
776	0.004583482437
777	0.004575305904
778	0.004574315989
779	0.004569281371
780	0.00456331196
781	0.004556487135
782	0.004544890332
783	0.004537523817
784	0.004526089278
785	0.004520093208
786	0.004503515034
787	0.004498348903
788	0.004481890335
789	0.00447782242
790	0.004470485098
791	0.004462932026
792	0.004456391154
793	0.00445009278
794	0.004444614233
795	0.004440190172
796	0.004432612577
797	0.004428892868
798	0.00442620296
799	0.0044235408
800	0.004420688805
801	0.004411231121
802	0.004405007174
803	0.00440050809
804	0.004394446972
805	0.004391965114
806	0.004386143211
807	0.004383697949
808	0.004375560113
809	0.00437018839
810	0.00436535308
811	0.004357704639
812	0.004350544534
813	0.004343169659
814	0.004334022574
815	0.00432799514
816	0.004319878465
817	0.004313019177
818	0.004308005323
819	0.004303411187
820	0.004298544104
821	0.004291881714
822	0.0042861515
823	0.004280367623
824	0.004273659756
825	0.004267796112
826	0.004264104906
827	0.004258726209
828	0.00425144344
829	0.004248349203
830	0.004238445939
831	0.00423498697
